Day fraction since midnight on 3/1/2021,2-3 µm,3-5 µm,5-9 µm,9-17 µm,17-33 µm,33-65 µm,Turb settled w/ blanket ()
2.013503554,335.84,162.38,108.98,17.03,2.74,2.54,0.266853829
2.019291037,326.5306122,158.3469388,106.244898,15.25510204,1.93877551,1.87755102,0.240563969
2.02507849,332.33,159.42,107.79,15.66,2.3,2.46,0.24519286
2.030865915,330.7272727,158.1313131,107.3232323,16.04040404,3.050505051,3.131313131,0.279693862
2.036653316,334.2800001,160.3300001,107.0200001,16.1400001,2.6400001,2.8600001,0.271538009
2.04244069,324.1212121,154.9494949,103.3030303,14.57575758,1.636363636,2.212121212,0.254225104
2.04822804,322.5816327,154.0510204,102.6938776,13.8877551,1.551020408,1.897959184,0.243102041
2.05401537,326.83,154.72,104,14.13,1.7,1.72,0.249363233
2.05980268,325.74,154.57,102.99,14.79,1.81,2.05,0.273740507
2.065589968,330.2020202,156.2626263,103.9494949,14.58585859,1.636363636,2.01010101,0.250218168
2.07137724,329.04,155.55,105.07,14.94,2.05,2.46,0.255653409
2.077164495,330.8367347,154.6734694,105.7244898,15.02040816,2.12244898,2.295918367,0.245470259
2.082951735,331.744898,154.6530612,104.1122449,15.52040816,2.489795918,2.62244898,0.261205079
2.088738959,331.28,155.81,103.09,15.05,2.15,2.26,0.251288852
2.09452617,325.3505155,152.1134021,101.6907216,14.26804124,2.030927835,2.360824742,0.250382426
2.100313365,335.45,154.84,103.95,14.67,1.9,2.26,0.252786451
2.10610055,342.1313131,158.3333333,103.7070707,14.06060606,1.595959596,1.898989899,0.253401768
2.111887721,335.58,153.49,102.82,14.04,1.55,1.95,0.234819628
2.117674882,338.1938776,153.0510204,102.2142857,13.64285714,1.336734694,1.908163265,0.245365996
2.123462033,339.09,153.75,101.8,14.1,1.58,1.92,0.244932868
2.129249173,332.8163265,151.3469388,100.377551,13.87755102,1.37755102,1.918367347,0.244782931
2.135036306,335.22,151.76,100.64,13.8,1.6,2.11,0.261170001
2.14082343,334.08,149.7,100.21,13.79,1.4,1.85,0.24326573
2.146610544,328.91,149.38,99.84,13.55,1.55,2.04,0.247035664
2.152397653,335.2653062,150.3265307,99.3877552,13.91836745,1.887755204,2.193877653,0.262215876
2.158184753,340.03,152.12,102.92,16.96,3.49,2.84,0.388003453
2.163971847,338.0103093,151.0618557,99.95876289,13.67010309,1.360824742,1.87628866,0.245507186
2.169758935,332.5050505,147.3838384,98.12121212,13.73737374,1.444444444,2.141414141,0.24614992
2.175546017,334.8979592,148.5612245,98.7755102,14.39795918,1.816326531,2.265306122,0.25033583
2.181333096,336.9292929,150.3939394,99.47474747,14.35353535,1.696969697,2.050505051,0.244660278
2.187120167,334.3333333,149.1414141,98.81818182,13.51515152,1.393939394,2.01010101,0.236051805
2.192907236,332.47,148.44,99.07,13.63,1.45,2,0.242036778
2.198694299,332.8000002,148.2100002,97.4200002,13.5000002,1.7100002,2.1100002,0.25369018
2.204481358,336.83,149.62,99.25,13.66,1.65,2.05,0.276882406
2.210268413,334.1111111,150.0707071,98.1010101,13.25252525,1.474747475,1.98989899,0.245892564
2.216055468,334.14,149.04,98.08,14.61,2.05,2.35,0.246015559
2.221842526,332.3,148.34,97.62,14.43,2.3,2.51,0.310487459
2.227629579,331.99,147.64,97.37,13.65,1.81,2.26,0.264811424
2.233416632,331.09,148.9,98.95,14.53,2.36,2.57,0.267561643
2.23920368,329.13,148.34,97.06,14.05,1.81,2.29,0.255396395
2.244990724,324.9191919,147.010101,96.50505051,13.51515152,1.757575758,1.909090909,0.250872588
2.250777765,322.1818182,144.4747475,96.23232323,13.68686869,1.535353535,2.111111111,0.251211508
2.256564803,315.22,143.76,93.92,13.14,1.54,2,0.247272786
2.262351838,323.6,145.48,96.32,13.44,2.06,2.35,0.250695228
2.268138867,327.5816327,148.1122449,97.12244898,13.39795918,1.663265306,2.132653061,0.249267485
2.273925895,327.0510204,148.3571429,97.39795918,13.94897959,2.091836735,2.326530612,0.2536174
2.279712921,315.1818182,144.3232323,93.73737374,13.16161616,2.01010101,2.464646465,0.257127211
2.285499946,313.4242424,141.5959596,94.22222222,13.44444444,1.818181818,2.181818182,0.242261195
2.291286969,314.9081633,141.5816327,95.47959184,13.23469388,1.969387755,2.357142857,0.243362977
2.297073991,310.0204082,141.7959184,92.7755102,12.87755102,1.887755102,2.346938776,0.250786733
2.302861013,308.87,140.08,92.09,12.45,1.66,2.05,0.241434009
2.308648033,308.3131313,141.5959596,92.46464646,12.39393939,1.464646465,1.949494949,0.244309108
2.31443505,310.7979798,142.8181818,94.44444444,13,1.909090909,2.292929293,0.259232484
2.320222062,308.9292929,142.9393939,94.63636364,14.27272727,2.474747475,2.737373737,0.302378594
2.326009239,309.21,143.99,94.35,13.28,2,2.4,0.263190426
2.331796727,300.6632653,140.1326531,90.08163265,12.54081633,1.908163265,2.051020408,0.249399406
2.337584194,307.2121212,142.1010101,93.74747475,13.21212121,2.04040404,2.232323232,0.251206014
2.343371667,304.7272727,142.2828283,93.72727273,13.1010101,1.595959596,2.252525253,0.250359374
2.349159126,300.0729167,137.4583333,91.29166667,12.67708333,1.5,1.833333333,0.236372724
2.354946558,295.1717172,137.989899,92.07070707,15.98989899,3.888888889,2.646464646,0.268012965
2.360733964,293.7878788,138.0909091,92.73737374,15.01010101,3.252525253,3.545454545,0.300429146
2.366521345,294.92,136.88,92.26,13.73,2.36,2.63,0.266517741
2.372308704,294.54,137.81,92.01,13.16,2.08,2.09,0.251760455
2.378096039,293.6,139.55,92.64,14.19,2.64,3.04,0.277036867
2.383883384,293.69,138.86,91.2,14.03,2.27,2.91,0.263339804
2.389670736,282.58,132.34,89.36,13.38,2.31,2.52,0.258250761
2.395458067,293.19,136.12,91.42,13.34,1.95,2.4,0.250537138
2.401245376,284.89,135.17,88.55,12.65,1.64,2.1,0.24499655
2.407032668,286.64,134.52,89.3,12.84,1.73,2.16,0.241307812
2.412819943,288.47,135.27,90.62,13.42,2.06,2.11,0.255020641
2.418607199,278.18,132.14,88.16,12.6,1.56,2,0.273355771
2.424394441,277.040404,130.989899,87.8989899,13.81818182,2.444444444,2.393939394,0.271989122
2.430181669,271.98,127.88,83.27,11.95,1.44,2.05,0.251734662
2.435968882,266.88,126.86,82.88,11.68,1.3,1.64,0.243550504
2.441756083,273.7171717,129.6767677,87.49494949,12.43434343,1.262626263,1.808080808,0.247928833
2.447543271,307.6428571,150.3367347,104.8265306,15.12244898,1.642857143,2.06122449,0.252958884
2.453330447,325.2626263,161.8585859,110.6666667,17.04040404,2.868686869,3.060606061,0.348966356
2.459117612,275.72,132,88.89,13.79,2.42,3.04,0.331599689
2.464904771,263.18,123.43,81.85,12.63,2.25,2.61,0.283722908
2.470691917,254.2020203,119.1313132,79.60606071,11.63636374,1.757575858,2.373737475,0.276268548
2.476479054,251.63,119.03,79.69,11.78,1.89,2.25,0.30275391
2.482266186,242.93,118.29,79.55,12.18,2.25,2.49,0.27311848
2.488053306,250.2626263,123.2424242,87.57575758,19.73737374,6.565656566,4.757575758,0.319792513
2.493840421,406.17,233.01,222.95,128.93,61.69,21.14,0.714976371
2.499627527,506.2323232,316.8787879,343.2424242,204.8484848,78.07070707,19.08080808,0.802655962
2.505414626,421.1717172,242.6464646,223.2424242,98.90909091,30.64646465,8.767676768,0.479633201
2.51120172,327.5050505,176.4343434,142.3838384,47.38383838,13.49494949,5,0.350656633
2.51698881,280.36,143.27,106.43,27.87,7.04,3.96,0.296376167
2.522775894,256.58,127.17,90.35,20.05,4.41,2.99,0.263075531
2.528562973,245.37,120.99,83.03,15.65,3.34,2.99,0.262101779
2.534350044,242.959596,119.6060606,83.13131313,17.7979798,6.242424242,3.868686869,0.28318537
2.540137113,237.2500001,115.0200001,77.0800001,12.7900001,2.3700001,2.9500001,0.271202977
2.545924178,232.9494949,112.040404,74.58585859,11.21212121,1.98989899,2.747474747,0.251501643
2.551711238,233.26,112.79,74.64,11.56,2.05,2.97,0.2575612
2.557498296,233.2755102,112.4693878,74.73469388,11.31632653,2.132653061,2.867346939,0.258324247
2.56328535,226.62,109.93,72.35,10.81,2,2.95,0.258240859
2.569072401,223.25,107.92,71.59,10.72,2.16,2.89,0.246856751
2.574859446,222.0918367,106.5102041,71.43877551,11.10204082,2.479591837,2.836734694,0.252752088
2.580646491,220.89,106.16,70.83,11.34,2.64,2.89,0.246699824
2.586433533,224.34,107.28,71.53,10.85,1.86,2.22,0.241779328
2.59222057,230.4040404,110.6262626,74.6969697,12.51515152,2.575757576,3.03030303,0.323492115
2.598007607,235,111.46,74.89,12.34,2.93,2.82,0.246072399
2.603794641,235.12,112.72,76.72,13.13,2.66,2.85,0.264965863
2.609581674,233.66,111.13,73.93,11.11,1.73,2.29,0.23677731
2.615368703,235.5408163,112.6632653,75.89795918,11.29591837,1.897959184,2.408163265,0.245371478
2.621155731,234.97,113.16,74.4,10.7,1.87,2.36,0.243447617
2.626942756,235.9292929,112.4646465,75.15151515,12.07070707,2.323232323,2.666666667,0.278096238
2.632729783,236.69,114.82,77.62,12.42,2.29,2.96,0.253910161
2.638516807,231.3469388,111.6734694,75.18367347,12.76530612,2.693877551,3.163265306,0.254815908
2.644303831,230.4646465,109.5757576,74.38383838,12.03030303,2.737373737,3.202020202,0.258566071
2.650090852,228.25,108.39,73.4,12.03,2.61,3.41,0.252399347
2.655877873,227.0909091,107.2626263,72.90909091,12.13131313,2.646464646,3.353535354,0.262649621
2.661664892,228.08,107.14,72.63,12.81,3.24,3.7,0.268447395
2.66745191,229.3877551,109.7244898,74.63265306,13.62244898,3.744897959,3.43877551,0.270441044
2.673238922,228.89,108.94,76.07,14.51,4.35,3.69,0.283535645
2.67902593,229.8686869,109.1414141,77.23232323,18.56565657,5.707070707,5.454545455,0.40300623
2.684812936,222.95,107.72,74.23,14.97,5.16,5.41,0.302724058
2.690599946,223.3061224,105.1734694,71.85714286,12.73469388,3.214285714,4.459183673,0.289534861
2.696386994,218,102.24,72.2,14.03,3.91,4.74,0.307286785
2.702174073,217.57,101.84,69.72,12.18,3.36,4.19,0.317129693
2.707961423,215.4545455,101.0707071,69.55555556,12.18181818,3.484848485,4.353535354,0.288864101
2.713748855,217.6969697,104.979798,75.90909091,17.83838384,6.131313131,6.121212121,0.434681738
2.719536298,209.45,98.3,67.74,12.24,3.65,4.39,0.294537043
2.725323723,207.4,95.89,65.94,11.8,3.31,4.14,0.290417145
2.731111123,211.3636364,98.53535354,67.57575758,12.68686869,3.686868687,4.595959596,0.296590339
2.736898501,209.5050505,96.39393939,67.24242424,12.87878788,4.535353535,5.282828283,0.313168146
2.742685855,210.48,97.76,67.22,14.03,4.57,5.43,0.314255792
2.748473189,211.73,98.59,67.43,12.7,4.1,4.74,0.300949224
2.754260505,214.4,99.33,68.34,12.18,3.8,4.44,0.309028081
2.760047834,213.3434343,99.45454545,67.85858586,12.62626263,3.646464646,4.626262626,0.326188547
2.765835158,208.7755102,97.71428571,66.56122449,12.2755102,3.826530612,4.653061224,0.319995866
2.771622464,207.7959184,96.48979592,65.1122449,12.76530612,4.081632653,4.642857143,0.309288431
2.777409753,203.07,95.98,68.37,15.87,6.12,5.31,0.427396942
2.783197027,211.5353535,99.96969697,69.36363636,13.39393939,4.151515152,4.96969697,0.32478815
2.788984282,212.02,100.07,69.72,13.34,4.43,5.06,0.334917111
2.794771522,209.2222222,97.82828283,66.88888889,13.27272727,4.222222222,5.313131313,0.336082248
2.800558751,202.42,95.39,65.46,13.33,5.46,6.61,0.345531308
2.806345965,207.37,96.64,68.53,15.57,6.72,7.16,0.391097005
2.812133168,201.94,93.76,66.09,14.26,5.74,6.09,0.361094561
2.817920358,195.94,91.16,63.65,13.47,4.94,5.98,0.353929942
2.823707536,196.29,89.98,62.22,12.5,4.14,5.35,0.324883145
2.829494706,189.8865979,86.73195876,59.30927835,11.58762887,3.87628866,4.597938144,0.325773901
2.835281868,187.67,87.02,60.06,11.46,3.76,4.83,0.320402195
2.841069019,194.18,87.85,61.09,11.78,4.34,4.96,0.356138636
2.846856161,193.57,87.68,60.73,11.69,3.9,4.65,0.321348762
2.852643295,192.93,88.04,60.71,12.05,3.86,4.49,0.314744578
2.858430423,196.3636364,89.74747475,64.25252525,15.21212121,5.878787879,5.252525253,0.391561978
2.864217545,195.05,87.4,61.12,12.14,4.06,4.65,0.303125198
2.870004659,192.75,86.31,59.92,12,4.18,4.56,0.315652093
2.875791767,189.5612245,85.67346939,58.55102041,11.19387755,3.775510204,4.06122449,0.298067906
2.881578867,198.9387755,87.70408163,61.48979592,12.21428571,4.081632653,4.346938776,0.295942027
2.887365966,194.41,86.69,59.27,12.45,4.31,4.57,0.313873217
2.893153056,198.71,86.92,59.45,12.43,4.37,4.75,0.318057702
2.898940143,190.7272727,85.1010101,58.29292929,11.55555556,4.111111111,4.747474747,0.303235664
2.904727225,202.2244898,88.43877551,61.48979592,13.3877551,4.979591837,5.397959184,0.336242715
2.910514303,206,90.35714286,62.23469388,11.93877551,4.418367347,4.836734694,0.316100944
2.916301377,198.86,85.62,59.11,11.54,4.05,4.78,0.316790075
2.922088447,198.51,83.23,58.27,11.51,4.34,4.67,0.305158055
2.927875513,195.4387755,84.40816327,59.97959184,14.59183673,6.56122449,6.316326531,0.40467714
2.933662576,196.17,84.85,59.89,14.76,6.58,6.33,0.357114679
2.939449636,194.17,83.54,56.84,11.39,3.94,4.5,0.308041824
2.945236693,196.34,82.56,56.39,11.15,3.84,4.76,0.323686467
2.95102375,208.8484848,85.74747475,59.76767677,11.94949495,4.626262626,5.121212121,0.323237985
2.9568108,200.9,85.74,59.41,12.26,4.62,5.45,0.343333886
