Day fraction since midnight on 2/21/2021,2-3 μm,3-5 μm,5-9 μm,9-17 μm,17-33 μm,33-65 μm,Turb settled w/ blanket ()
5.894185648,504.29,352.39,438.12,303.94,136.82,46.03,1.332608306
5.899972709,508.5252525,355.1313131,443.1919192,305.7171717,135.6262626,47.08080808,1.291021807
5.905759765,513.6060606,357.8585859,449.7272727,311.8888889,137.2929293,45.56,1.274676526
5.911546824,518.91,365.64,457.49,320.37,147.09,49.8,1.374067253
5.917333878,524.91,367.1,456.06,315.68,143.21,47.74,1.345734423
5.923120933,528.1530612,369.8469388,459.9693878,321.3571429,141.0612245,46.27272727,1.304148339
5.928907987,538.86,377.3,471.44,331.06,150.51,50.66,1.393303787
5.93469504,549.040404,383.1212121,479.7171717,339.4646465,160.7373737,52.83,1.460572336
5.940482094,543.07,380.04,472.08,329.29,152.96,50.6,1.612644905
5.946269158,541.6,379.28,473.63,336.48,158.3,50.18,1.431954604
5.952056401,545.3838384,382.1515152,477.7171717,341.1919192,160.4242424,52.53535354,1.483598657
5.957843686,551.95,389.64,484.72,347.93,163.44,51.19,1.470228444
5.963630957,550.62,388,485.39,342.67,159.12,50.03,1.421466687
5.969418238,561.62,393.63,493.93,353.03,167.04,51.63,1.471632716
5.97520551,573.84,404.62,504.55,366.64,175.29,55.23,1.565490606
5.980992768,577.96,406.08,507.71,367.67,176.67,55.86,1.578167829
5.986780013,583.49,406.25,507.38,363.74,176.82,55.49,1.575226407
5.992567247,584.23,409.57,511.1,364.44,177.8,54.77,1.533583003
5.998354468,592.3939394,414.92,516.3131313,372.0707071,183.1515152,54.68,1.581159276
6.00414168,591.6300001,415.8600001,518.9800001,371.2200001,181.8400001,57.0500001,1.617061503
6.009928908,598.0918367,420.3838384,522.6530612,379.1836735,188.5816327,58.22222222,1.645800173
6.015716143,600.6666667,419.1515152,523.989899,377.4444444,188.6767677,57.32323232,1.62247277
6.021503365,606.58,425.98,531.32,384.51,196.65,60.18,1.962167058
6.027290576,616.443299,432.3877551,542.1443299,397.8556701,206.6804124,61.6122449,1.816233894
6.033077777,617.09,435.39,547.46,408.34,214.18,63.75,1.855494269
6.038864968,625.63,438.93,547.32,401.53,208.83,58.68,1.696160299
6.044652151,621.5918367,437.9285714,547.1122449,392.0816327,199.2959184,57.01674174,1.623909716
6.050439328,628.3469388,440.8080808,551.9897959,403.8571429,210.5408163,63.81818182,1.811126392
6.056226494,628.36,440.31,549.16,390.11,198.67,58.92,1.651730398
6.062013652,639.67,448.5,555.79,398.09,204.53,58.81,1.691413542
6.067800804,645,453.14,562.95,402.78,205.73,59.65,1.714970795
6.07358795,647.755102,455.2323232,563.0510204,400.0204082,202.6428571,57.14711892,1.647025883
6.07937509,653.959596,459.3,563.6363636,398.2424242,202.1616162,58.56,1.667911616
6.085162224,660.53,464.08,568.88,399.43,203.63,61.92,1.763729828
6.090949351,661.6464646,459.58,560.7272727,383.020202,186.8181818,55.61,1.599755532
6.096736475,659.1010101,456.11,554.1111111,375.0909091,181.2828283,54.68686869,1.562633317
6.102523595,658.8571429,456.8888889,557.0408163,376.4489796,184.122449,56.18367347,1.601971724
6.108310709,659.8585859,459.17,553.2727273,373.3939394,183.3333333,55.93939394,1.58430048
6.114097818,660.9,461.23,558.04,381.71,187.78,56.32,1.627201406
6.119884921,670.69,465.85,570.64,392.43,197.04,58.19,2.223915956
6.125672026,675.96,472.97,573.96,389.93,193.15,58.3,1.643521513
6.131459123,691.11,482.93,592.21,411.51,208.24,66.1,1.804696288
6.137246218,705.3030303,488.4444444,594.4545455,404.7979798,203.5858586,62.36,1.905964072
6.14303331,723.33,503.76,606.87,407.59,206.91,63.26,1.724757687
6.148820398,725.48,503.3799585,601.35,393.15,189.43,1.84E+22,1.56462975
6.154607485,717.7400001,495.3200001,591.8700001,386.8500001,188.4900001,1.39E+21,1.577891651
6.160394569,733.72,508.31,604.76,397.49,196.23,3.64E+31,1.616610377
6.166181649,743.9799584,516.82,614.72,409.06,204.09,57.12,1.671998616
6.171968728,741.92,517.66,618.12,413.96,209.74,58.96,1.721410586
6.177755805,747.74,516.57,617.4,412.79,211.19,59.48,1.719042003
6.18354288,741.93,513.3400415,612.11,407.02,207.93,7.12E+20,1.67011692
6.189329954,739.0699584,507.7399585,606.8,408.71,212.15,3.87485E+13,1.752927529
6.195117024,746.4300001,507.8399586,598.5900001,391.5000001,194.4700001,54.4500001,1.626841531
