Day fraction since midnight on 12/9/2020	7 kPa (cm)	Q sed difference ()	Raw water pump ()	settled bulk pump ()	Clay pump Run ()	PACl pump Run ()	Floc hopper pump  ()	Q Clay (PID control) ()	Q clay pump (mL/s)	Q settled bulk pump (mL/s)	Q Raw (mL/s)	Q removed (mL/s)	Q Floc Hopper ()	Turb settled w/ blanket ()	Turb settled w/out blanket  ()	PC1 & 2 pump ()	ChemTrac Buffer ()	PC 1.2 bin1 N ()	PC 1.2 bin2 N ()	PC 1.2 bin3 N ()	PC 1.2 bin4 N ()	PC 1.2 bin5 N ()	PC 1.2 bin6 N ()	PC 1.2 Cell  ()	PC 1.2 Laser ()	PC 1.2 Total N ()	PC 1.3 bin1 N ()	PC 1.3 bin2 N ()	PC 1.3 bin3 N ()	PC 1.3 bin4 N ()	PC 1.3 bin5 N ()	PC 1.3 bin6 N ()	PC 1.3 Cell ()	PC 1.3 Laser ()	PC 1.3 Total N ()	UV 1.1 Compensated UVA ()	UV 1.1 UVA ()	UV 1.1 UVT ()	Target turbidity experiment (NTU)	Turb influent  ()	PID Output ()
0.32198651	11.24652004	1.2109382	0	0	0	0	0	0	0.0040618	3.391	6.11093822	1.509	0.294	1.2451241	0.55092466	0.8200225	8772.181562	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04910292	0.051302	88.88876343	0.0040618	17.06534767	0
0.32204438	11.22487736	1.21093588	0	0	0	0	0	0	0.00406412	3.391	6.1109359	1.509	0.294	1.2451241	0.55092466	0.8200225	8777.494473	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04910292	0.051302	88.88876343	0.00406412	17.07483292	0
0.32210225	11.24554539	1.21093357	0	0	0	0	0	0	0.00406643	3.391	6.11093359	1.509	0.294	1.24617243	0.5440681	0.8200225	8783.025249	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04910292	0.051302	88.88876343	0.00406643	17.07546043	0
0.32216012	11.23893261	1.21093126	0	0	0	0	0	0	0.00406875	3.391	6.11093128	1.509	0.294	1.24617243	0.5440681	0.8200225	8788.081161	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04919688	0.05133328	88.88236237	0.00406875	17.0750103	0
0.322218	11.2357111	1.21092894	0	0	0	0	0	0	0.00407106	3.391	6.11092896	1.509	0.294	1.24656677	0.54563606	0.8200225	8793.445232	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.0496852	0.05183829	88.77907562	0.00407106	17.07600212	0
0.32227586	11.21773052	1.21092662	0	0	0	0	0	0	0.00407338	3.391	6.11092665	1.509	0.294	1.24501646	0.54563606	0.8200225	8793.445232	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.0496852	0.05183829	88.77907562	0.00407338	17.06593513	0
0.32233373	11.2324543	1.21092431	0	0	0	0	0	0	0.00407569	3.391	6.11092433	1.509	0.294	1.24501646	0.54648483	0.8200225	8799.341305	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.0496852	0.05183829	88.77907562	0.00407569	17.0597744	0
0.3223916	11.24515724	1.21092199	0	0	0	0	0	0	0.00407801	3.391	6.11092202	1.509	0.294	1.26089191	0.5421648	0.8200225	8804.026443	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04955423	0.0517093	88.80545044	0.00407801	17.05429077	0
0.32244948	11.23895168	1.21091968	0	0	0	0	0	0	0.00408032	3.391	6.1109197	1.509	0.294	1.26089191	0.5421648	0.8200225	8809.337199	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04955423	0.0517093	88.80545044	0.00408032	17.06124687	0
0.32250734	11.26783943	1.21091736	0	0	0	0	0	0	0.00408264	3.391	6.11091739	1.509	0.294	1.26089191	0.53611445	0.8200225	8814.550013	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	97.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	99.00000999	101.00001	0.00000999	0.04955999	0.05170999	88.80545999	0.00408264	17.05308342	0
0.32256524	11.24002743	1.21091505	0	0	0	0	0	0	0.00408495	3.391	6.11091507	1.509	0.294	1.26089191	0.53611445	0.8200225	8819.977773	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04936759	0.05158332	88.83120728	0.00408495	17.03965759	0
0.32262311	11.23859596	1.21091274	0	0	0	0	0	0	0.00408727	3.391	6.11091276	1.509	0.294	1.26089999	0.56274056	0.8200225	8825.233562	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04941695	0.05158274	88.83132935	0.00408727	17.04648209	0
0.32268098	11.23056507	1.21091042	0	0	0	0	0	0	0.00408958	3.391	6.11091044	1.509	0.294	1.26089999	0.56274056	0.8200225	8830.493349	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04941695	0.05158274	88.83132935	0.00408958	17.03871727	0
0.32273885	11.26618767	1.21090811	0	0	0	0	0	0	0.0040919	3.391	6.11090813	1.509	0.294	1.26743805	0.53911495	0.8200225	8836.024969	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04941695	0.05158274	88.83132935	0.0040919	17.0275116	0
0.32279671	11.2255764	1.21090579	0	0	0	0	0	0	0.00409421	3.391	6.11090581	1.509	0.294	1.26743805	0.53911495	0.8200225	8841.12885	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04911974	0.0513002	88.88912964	0.00409421	17.02552223	0
0.32285457	11.21880245	1.21090347	0	0	0	0	0	0	0.00409653	3.391	6.1109035	1.509	0.294	1.28580511	0.53925443	0.8200225	8846.385638	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04911974	0.0513002	88.88912964	0.00409653	17.01018333	0
0.32291244	11.25977135	1.21090116	0	0	0	0	0	0	0.00409884	3.391	6.11090118	1.509	0.294	1.28580511	0.53925443	0.8200225	8851.713384	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04911974	0.0513002	88.88912964	0.00409884	16.98834038	0
0.32297031	11.25015068	1.21089885	0	0	0	0	0	0	0.00410115	3.391	6.11089887	1.509	0.294	1.26691151	0.54897296	0.8200225	8857.705723	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04911974	0.0513002	88.88912964	0.00410115	16.97912788	0
0.32302818	11.27306557	1.21089655	0	0	0	0	0	0	0.00410347	3.391	6.11089655	1.509	0.294	1.26691151	0.54897296	0.8200225	8862.364875	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	97.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	99.00000999	101.00001	0.00000999	0.04911999	0.05130999	88.88912999	0.00410347	16.98045349	0
0.32308605	11.24409485	1.21089421	0	0	0	0	0	0	0.00410579	3.391	6.11089424	1.509	0.294	1.26874125	0.56409359	0.8200225	8867.561701	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	97.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	99.00000999	101.00001	0.00000999	0.04911999	0.05130999	88.88912999	0.00410579	17.00097084	0
0.32314392	11.22008896	1.21089192	0	0	0	0	0	0	0.0041081	3.391	6.11089192	1.509	0.294	1.26874125	0.56409359	0.8200225	8873.033424	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	97.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	99.00000999	101.00001	0.00000999	0.04911999	0.05130999	88.88912999	0.0041081	17.03460312	0
0.32320179	11.26818943	1.21088959	0	0	0	0	0	0	0.00411042	3.391	6.11088961	1.509	0.294	1.25771141	0.54885912	0.8200225	8878.185347	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	97.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	99.00000999	101.00001	0.00000999	0.04911999	0.05130999	88.88912999	0.00411042	17.03772999	0
0.32325968	11.24554539	1.21088728	0	0	0	0	0	0	0.00411273	3.391	6.1108873	1.509	0.294	1.25771141	0.54885912	0.8200225	8878.185347	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	97.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	99.00000999	101.00001	0.00000999	0.04911999	0.05130999	88.88912999	0.00411273	17.03613663	0
0.32331753	11.26049232	1.21088496	0	0	0	0	0	0	0.00411504	3.391	6.11088498	1.509	0.294	1.25668967	0.56388414	0.8200225	8883.542147	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04961104	0.05183946	88.77883911	0.00411504	17.03851891	0
0.32337542	11.2294054	1.21088264	0	0	0	0	0	0	0.00411736	3.391	6.11088266	1.509	0.294	1.25668967	0.56388414	0.8200225	8889.030869	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04961104	0.05183946	88.77883911	0.00411736	17.04779816	0
0.32343329	11.27797031	1.21088033	0	0	0	0	0	0	0.00411968	3.391	6.11088035	1.509	0.294	1.25099468	0.54418302	0.8200225	8894.13382	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04921996	0.05096003	88.95877075	0.00411968	17.03302765	0
0.32349116	11.23807049	1.21087801	0	0	0	0	0	0	0.00412199	3.391	6.11087803	1.509	0.294	1.25099468	0.54418302	0.8200225	8899.393679	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04947068	0.05152901	88.84231567	0.00412199	17.03225708	0
0.32354903	11.26668167	1.2108757	0	0	0	0	0	0	0.0041243	3.391	6.11087572	1.509	0.294	1.25083303	0.54418302	0.8200225	8904.713503	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04947068	0.05152901	88.84231567	0.0041243	17.01906204	0
0.3236069	11.23527431	1.21087338	0	0	0	0	0	0	0.00412662	3.391	6.11087341	1.509	0.294	1.25083303	0.54418302	0.8200225	8910.034323	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04947068	0.05152901	88.84231567	0.00412662	17.02013588	0
0.32366477	11.22066116	1.21087107	0	0	0	0	0	0	0.00412894	3.391	6.11087109	1.509	0.294	1.25261676	0.57021391	0.8200225	8915.669958	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	97.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	99.00000999	101.00001	0.00000999	0.04947999	0.05152999	88.84231999	0.00412894	17.01441574	0
0.32372265	11.24519825	1.21086875	0	0	0	0	0	0	0.00413125	3.391	6.11086877	1.509	0.294	1.25261676	0.57021391	0.8200225	8920.566034	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04943633	0.05152405	88.84333038	0.00413125	17.02397346	0
0.32378051	11.25017834	1.21086644	0	0	0	0	0	0	0.00413356	3.391	6.11086646	1.509	0.294	1.25972903	0.57239616	0.8200225	8925.921835	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04943633	0.05152405	88.84333038	0.00413356	17.02848053	0
0.32383838	11.27550507	1.21086412	0	0	0	0	0	0	0.00413588	3.391	6.11086415	1.509	0.294	1.25972903	0.57239616	0.8200225	8931.177915	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.049605	0.05167998	88.81143951	0.00413588	17.02557945	0
0.32389625	11.23414326	1.21086181	0	0	0	0	0	0	0.00413819	3.391	6.11086183	1.509	0.294	1.2703259	0.58766699	0.8200225	8936.54671	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.049605	0.05167998	88.81143951	0.00413819	17.02651024	0
0.32395412	11.25225067	1.21085949	0	0	0	0	0	0	0.00414051	3.391	6.11085952	1.509	0.294	1.2703259	0.58766699	0.8200225	8942.766994	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04904079	0.05111384	88.92727661	0.00414051	17.00109482	0
0.32401201	11.19925594	1.21085718	0	0	0	0	0	0	0.00414282	3.391	6.1108572	1.509	0.294	1.27913654	0.58276772	0.8200225	8947.131387	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04904079	0.05111384	88.92727661	0.00414282	16.96916389	0
0.32406988	11.23602295	1.21085487	0	0	0	0	0	0	0.00414514	3.391	6.11085489	1.509	0.294	1.27913654	0.58276772	0.8200225	8952.447213	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04966482	0.05171052	88.80519867	0.00414514	16.98837471	0
0.32412774	11.23073673	1.21085255	0	0	0	0	0	0	0.00414745	3.391	6.11085258	1.509	0.294	1.27756441	0.57047832	0.8200225	8957.651106	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04966482	0.05171052	88.80519867	0.00414745	17.00388527	0
0.32418561	11.25428581	1.21085024	0	0	0	0	0	0	0.00414976	3.391	6.11085026	1.509	0.294	1.28386295	0.57047832	0.8200225	8963.0189	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	97.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	99.00000999	101.00001	0.00000999	0.04966999	0.05171999	88.80519999	0.00414976	17.01354027	0
0.32424349	11.22451019	1.21084792	0	0	0	0	0	0	0.00415208	3.391	6.11084794	1.509	0.294	1.28386295	0.55039597	0.8200225	8968.338973	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	97.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	99.00000999	101.00001	0.00000999	0.04966999	0.05171999	88.80519999	0.00415208	17.0105896	0
0.32430135	11.25042343	1.21084561	0	0	0	0	0	0	0.00415439	3.391	6.11084563	1.509	0.294	1.26904571	0.55714667	0.8200225	8968.338973	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	97.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	99.00000999	101.00001	0.00000999	0.04966999	0.05171999	88.80519999	0.00415439	17.01539803	0
0.32435922	11.24537182	1.21084329	0	0	0	0	0	0	0.00415671	3.391	6.11084331	1.509	0.294	1.26904571	0.55714667	0.8200225	8973.866674	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04943772	0.05152341	88.84346008	0.00415671	17.01820755	0
0.32441709	11.24697208	1.21084097	0	0	0	0	0	0	0.00415903	3.391	6.110841	1.509	0.294	1.26717019	0.5527724	0.8200225	8979.023592	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04943772	0.05152341	88.84346008	0.00415903	17.0330162	0
0.32447496	11.25463772	1.21083866	0	0	0	0	0	0	0.00416134	3.391	6.11083869	1.509	0.294	1.26717019	0.5527724	0.8200225	8984.191505	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04943772	0.05152341	88.84346008	0.00416134	17.03723999	0
0.32453284	11.25534916	1.21083635	0	0	0	0	0	0	0.00416365	3.391	6.11083637	1.509	0.294	1.27620125	0.55184078	0.8200225	8989.552306	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04923366	0.05130276	88.88861084	0.00416365	17.04569817	0
0.32459071	11.26176739	1.21083404	0	0	0	0	0	0	0.00416597	3.391	6.11083406	1.509	0.294	1.27620125	0.55184078	0.8200225	8995.020707	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04923366	0.05130276	88.88861084	0.00416597	17.04996109	0
0.32464858	11.24321842	1.21083172	0	0	0	0	0	0	0.00416828	3.391	6.11083174	1.509	0.294	1.27392817	0.54850101	0.8200225	9000.07269	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04923366	0.05130276	88.88861084	0.00416828	17.06497002	0
0.32470645	11.25232601	1.2108294	0	0	0	0	0	0	0.0041706	3.391	6.11082943	1.509	0.294	1.27392817	0.54850101	0.8200225	9005.440483	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04928202	0.05130905	88.88732147	0.0041706	17.0752182	0
0.32476432	11.19973564	1.21082709	0	0	0	0	0	0	0.00417291	3.391	6.11082711	1.509	0.294	1.2721113	0.54850101	0.8200225	9010.711471	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04928202	0.05130905	88.88732147	0.00417291	17.07209206	0
0.32482219	11.25671387	1.21082477	0	0	0	0	0	0	0.00417523	3.391	6.11082479	1.509	0.294	1.2721113	0.54850101	0.8200225	9016.024298	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04928202	0.05130905	88.88732147	0.00417523	17.08484268	0
0.32488006	11.23289871	1.21082246	0	0	0	0	0	0	0.00417754	3.391	6.11082248	1.509	0.294	1.28382921	0.55999434	0.8200225	9021.340123	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04928202	0.05130905	88.88732147	0.00417754	17.08689499	0
0.32493794	11.2390995	1.21082014	0	0	0	0	0	0	0.00417986	3.391	6.11082016	1.509	0.294	1.28382921	0.55999434	0.8200225	9026.544157	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	97.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	99.00000999	101.00001	0.00000999	0.04928999	0.05130999	88.88732999	0.00417986	17.07194519	0
0.32499581	11.22507191	1.21081783	0	0	0	0	0	0	0.00418217	3.391	6.11081785	1.509	0.294	1.29349017	0.55509996	0.8200225	9032.387667	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04923722	0.05131219	88.88667297	0.00418217	17.07498741	0
0.32505369	11.26621246	1.21081551	0	0	0	0	0	0	0.00418449	3.391	6.11081554	1.509	0.294	1.29349017	0.55509996	0.8200225	9037.232771	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04923722	0.05131219	88.88667297	0.00418449	17.05679321	0
0.32511155	11.26190853	1.2108132	0	0	0	0	0	0	0.0041868	3.391	6.11081322	1.509	0.294	1.29560339	0.54439557	0.8200225	9042.492631	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04951781	0.05153017	88.84207916	0.0041868	17.05092049	0
0.32516942	11.28043652	1.21081088	0	0	0	0	0	0	0.00418912	3.391	6.11081091	1.509	0.294	1.29560339	0.54439557	0.8200225	9048.028325	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04951781	0.05153017	88.84207916	0.00418912	17.05613136	0
0.32522729	11.28761578	1.21080857	0	0	0	0	0	0	0.00419143	3.391	6.11080859	1.509	0.294	1.29655254	0.56405401	0.8200225	9053.07631	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04887097	0.0509899	88.95265961	0.00419143	17.03851128	0.005103
0.32528517	11.25246906	1.21080626	0	0	0	0	0	0	0.00419374	3.391	6.11080628	1.509	0.294	1.29655254	0.56405401	0.8200225	9058.38414	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04944056	0.05155948	88.83608246	0.00419374	17.03205681	0
0.32534305	11.25482368	1.21080394	0	0	0	0	0	0	0.00419606	3.391	6.11080396	1.509	0.294	1.2847966	0.60263538	0.8200225	9058.38414	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04944056	0.05155948	88.83608246	0.00419606	17.02741623	0
0.32540091	11.2821331	1.21080163	0	0	0	0	0	0	0.00419838	3.391	6.11080165	1.509	0.294	1.2847966	0.60263538	0.8200225	9063.656991	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04944056	0.05155948	88.83608246	0.00419838	17.03282356	0
0.32545878	11.22336006	1.21079931	0	0	0	0	0	0	0.00420069	3.391	6.11079933	1.509	0.294	1.28993022	0.60324597	0.8200225	9069.068758	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04928037	0.05139929	88.86885071	0.00420069	17.02687645	0
0.32551665	11.20669651	1.210797	0	0	0	0	0	0	0.00420301	3.391	6.11079702	1.509	0.294	1.28993022	0.60324597	0.8200225	9074.393578	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04928037	0.05139929	88.86885071	0.00420301	17.02591515	0
0.32557452	11.2330389	1.21079468	0	0	0	0	0	0	0.00420532	3.391	6.11079471	1.509	0.294	1.27521193	0.581568	0.8200225	9079.544503	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04928037	0.05139929	88.86885071	0.00420532	17.01928902	0
0.32563241	11.24679756	1.21079236	0	0	0	0	0	0	0.00420764	3.391	6.11079238	1.509	0.294	1.27521193	0.581568	0.8200225	9085.025228	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04931132	0.05143233	88.86209869	0.00420764	17.03941154	0
0.32569027	11.22307491	1.21079005	0	0	0	0	0	0	0.00420995	3.391	6.11079007	1.509	0.294	1.26067138	0.58002424	0.8200225	9090.653867	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04931132	0.05143233	88.86209869	0.00420995	17.08259392	0
0.32574814	11.2328949	1.21078774	0	0	0	0	0	0	0.00421227	3.391	6.11078776	1.509	0.294	1.26067138	0.58002424	0.8200225	9095.492976	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	97.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	99.00000999	101.00001	0.00000999	0.04931999	0.05143999	88.86209999	0.00421227	17.1075325	0
0.32580601	11.23114681	1.21078542	0	0	0	0	0	0	0.00421458	3.391	6.11078544	1.509	0.294	1.26067138	0.56652617	0.8200225	9101.033798	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	97.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	99.00000999	101.00001	0.00000999	0.04931999	0.05143999	88.86209999	0.00421458	17.14668274	0
0.32586388	11.26586342	1.2107831	0	0	0	0	0	0	0.0042169	3.391	6.11078313	1.509	0.294	1.26067138	0.56652617	0.8200225	9106.081165	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	97.00000999	101.00001	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	0.00000999	99.00000999	101.00001	0.00000999	0.04931999	0.05143999	88.86209999	0.0042169	17.1811142	0
0.32592175	11.23561001	1.21078079	0	0	0	0	0	0	0.00421921	3.391	6.11078081	1.509	0.294	1.27324069	0.56027091	0.8200225	9111.390995	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04960581	0.0516475	88.81808472	0.00421921	17.2182045	0
0.32597962	11.22986221	1.21077848	0	0	0	0	0	0	0.00422152	3.391	6.1107785	1.509	0.294	1.2859565	0.56027091	0.8200225	9116.657848	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04931467	0.0511748	88.91479492	0.00422152	17.22708893	0
0.32603749	11.28022575	1.21077616	0	0	0	0	0	0	0.00422384	3.391	6.11077619	1.509	0.294	1.2859565	0.55398035	0.8200225	9122.814171	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04931467	0.0511748	88.91479492	0.00422384	17.23502731	0
0.32609537	11.22326946	1.21077385	0	0	0	0	0	0	0.00422616	3.391	6.11077387	1.509	0.294	1.27936649	0.56371617	0.8200225	9127.390441	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04931467	0.0511748	88.91479492	0.00422616	17.23598862	0
0.32615324	11.2460804	1.21077153	0	0	0	0	0	0	0.00422847	3.391	6.11077155	1.509	0.294	1.27936649	0.56371617	0.8200225	9132.653438	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04926772	0.05143548	88.8614502	0.00422847	17.23435402	0
0.32621111	11.23681927	1.21076922	0	0	0	0	0	0	0.00423078	3.391	6.11076924	1.509	0.294	1.27936649	0.56371617	0.8200225	9138.074199	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04926772	0.05143548	88.8614502	0.00423078	17.21521759	0
0.32626898	11.23580456	1.2107669	0	0	0	0	0	0	0.0042331	3.391	6.11076692	1.509	0.294	1.27936649	0.5580045	0.8200225	9143.234117	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04926772	0.05143548	88.8614502	0.0042331	17.18924332	0
0.32632685	11.23396969	1.21076459	0	0	0	0	0	0	0.00423541	3.391	6.11076461	1.509	0.294	1.31078374	0.55692244	0.8200225	9143.234117	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04926772	0.05143548	88.8614502	0.00423541	17.16003799	0
0.32638472	11.25236225	1.21076227	0	0	0	0	0	0	0.00423773	3.391	6.1107623	1.509	0.294	1.31078374	0.55692244	0.8200225	9148.714038	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04903344	0.05127846	88.89357758	0.00423773	17.14284325	0
0.32644259	11.25368404	1.21075996	0	0	0	0	0	0	0.00424004	3.391	6.11075998	1.509	0.294	1.29573047	0.56536973	0.8200225	9154.074117	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04937949	0.05156193	88.83558655	0.00424004	17.12482071	0
0.32650046	11.23555088	1.21075764	0	0	0	0	0	0	0.00424236	3.391	6.11075767	1.509	0.294	1.29573047	0.56536973	0.8200225	9159.127745	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04937949	0.05156193	88.83558655	0.00424236	17.11241531	0
0.32655833	11.2303915	1.21075533	0	0	0	0	0	0	0.00424468	3.391	6.11075535	1.509	0.294	1.29573047	0.5768894	0.8200225	9164.447568	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04950097	0.05171473	88.80433655	0.00424468	17.12879181	0
0.3266162	11.2558794	1.21075301	0	0	0	0	0	0	0.00424699	3.391	6.11075304	1.509	0.294	1.29573047	0.5768894	0.8200225	9169.710424	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04950097	0.05171473	88.80433655	0.00424699	17.11184502	0
0.3266741	11.2332468	1.2107507	0	0	0	0	0	0	0.0042493	3.391	6.11075072	1.509	0.294	1.29580212	0.58488715	0.8200225	9175.022248	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.0492819	0.05143302	88.86195374	0.0042493	17.09296036	0
0.32673195	11.24355984	1.21074839	0	0	0	0	0	0	0.00425162	3.391	6.11074841	1.509	0.294	1.29580212	0.58488715	0.8200225	9180.34323	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.0492819	0.05143302	88.86195374	0.00425162	17.08451843	0
0.32678982	11.24928474	1.21074607	0	0	0	0	0	0	0.00425393	3.391	6.11074609	1.509	0.294	1.29580212	0.59211421	0.8200225	9185.554407	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.04971804	0.05190245	88.76596832	0.00425393	17.06311989	0
0.3268477	11.26155758	1.21074375	0	0	0	0	0	0	0.00425625	3.391	6.11074377	1.509	0.294	1.29580212	0.59211421	0.8200225	9191.075403	0	0	0	0	0	0	97	101	0	0	0	0	0	0	0	99	101	0	0.049591	0.05180475	88.78593445	0.00425625	17.05656624	0
